date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,turn,tradestatus,isST
2021-07-19,sz.300750,523.5,179.412466,18.573384,20.167529,33.070612,0.8875,1,0
2021-07-20,sz.300750,528.04,180.968402,18.73446,20.342429,33.357414,0.6405,1,0
2021-07-21,sz.300750,555.78,190.475378,19.718654,21.411097,35.109809,0.8969,1,0
2021-07-22,sz.300750,557.08,190.92091,19.764777,21.461178,35.191932,0.5362,1,0
2021-07-23,sz.300750,547.01,187.469748,19.407501,21.073238,34.555789,0.4598,1,0
2021-07-26,sz.300750,539.78,184.991902,19.150986,20.794706,34.099055,0.6271,1,0
2021-07-27,sz.300750,495.0,169.645025,17.562225,19.069583,31.270206,0.8792,1,0
2021-07-28,sz.300750,525.05,179.943678,18.628377,20.227241,33.168529,1.0703,1,0
2021-07-29,sz.300750,556.8,190.824949,19.754843,21.450391,35.174244,0.9174,1,0
2021-07-30,sz.300750,550.4,188.631559,19.527775,21.203835,34.769943,0.9943,1,0
2021-08-02,sz.300750,552.0,189.179907,19.584542,21.265474,34.871018,0.9015,1,0
2021-08-03,sz.300750,531.0,181.982845,18.839478,20.456462,33.544403,0.6029,1,0
2021-08-04,sz.300750,569.0,195.006099,20.187689,21.920389,35.944944,0.8573,1,0
2021-08-05,sz.300750,557.0,190.893493,19.761938,21.458096,35.186879,0.6395,1,0
2021-08-06,sz.300750,543.88,186.397043,19.296451,20.952656,34.35806,0.708,1,0
2021-08-09,sz.300750,516.0,176.842087,18.307289,19.878596,32.596821,0.9155,1,0
2021-08-10,sz.300750,510.5,174.957142,18.112154,19.666711,32.249374,0.8876,1,0
2021-08-11,sz.300750,517.25,177.270483,18.351639,19.926751,32.675786,0.5536,1,0
2021-08-12,sz.300750,502.0,172.044046,17.81058,19.339254,31.712411,0.8433,1,0
2021-08-13,sz.300750,502.05,172.061181,17.812354,19.34118,31.71557,1.366,1,0
2021-08-16,sz.300750,477.0,163.476115,16.923599,18.376144,30.133108,1.086,1,0
2021-08-17,sz.300750,480.0,164.504267,17.030037,18.491717,30.322624,0.7691,1,0
2021-08-18,sz.300750,495.0,169.645025,17.562225,19.069583,31.270206,0.7862,1,0
2021-08-19,sz.300750,503.0,172.386763,17.846059,19.377778,31.775583,0.7121,1,0
2021-08-20,sz.300750,494.11,169.340007,17.530649,19.035296,31.213983,0.6172,1,0
2021-08-23,sz.300750,521.9,178.864118,18.516617,20.10589,32.969537,0.7993,1,0
2021-08-24,sz.300750,523.0,179.241107,18.555644,20.148266,33.039026,0.6559,1,0
2021-08-25,sz.300750,530.24,181.72238,18.812514,20.427183,33.496392,0.4695,1,0
2021-08-26,sz.300750,521.0,149.254142,17.647513,16.057958,34.229999,0.8276,1,0
2021-08-27,sz.300750,507.5,145.386712,17.190236,15.641868,33.343041,0.5891,1,0
2021-08-30,sz.300750,505.24,144.739275,17.113685,15.572212,33.194558,0.7742,1,0
2021-08-31,sz.300750,494.87,141.768516,16.762428,15.252594,32.513243,0.7273,1,0
2021-09-01,sz.300750,488.71,140.003823,16.553774,15.062734,32.108527,0.7125,1,0
2021-09-02,sz.300750,493.5,141.376044,16.716023,15.210369,32.423233,0.5648,1,0
2021-09-03,sz.300750,486.5,139.37071,16.478916,14.994619,31.963329,0.5558,1,0
2021-09-06,sz.300750,516.1,147.850408,17.481539,15.906933,33.908066,0.7288,1,0
2021-09-07,sz.300750,514.01,147.251672,17.410745,15.842516,33.770752,0.4642,1,0
2021-09-08,sz.300750,503.0,144.097569,17.03781,15.503172,33.047389,0.4798,1,0
2021-09-09,sz.300750,507.2,145.300769,17.180074,15.632622,33.323331,0.5427,1,0
2021-09-10,sz.300750,502.1,143.83974,17.007325,15.475433,32.988258,0.5566,1,0
2021-09-13,sz.300750,502.8,144.040273,17.031036,15.497008,33.034248,0.4419,1,0
2021-09-14,sz.300750,529.9,151.803781,17.948978,16.332268,34.814734,1.1521,1,0
2021-09-15,sz.300750,525.35,150.500313,17.794858,16.192031,34.515796,0.5174,1,0
2021-09-16,sz.300750,498.0,142.665187,16.868448,15.349065,32.718886,0.5548,1,0
2021-09-17,sz.300750,503.0,144.097569,17.03781,15.503172,33.047389,0.4037,1,0
2021-09-22,sz.300750,493.31,141.321613,16.709587,15.204513,32.41075,0.316,1,0
2021-09-23,sz.300750,492.99,141.229941,16.698748,15.19465,32.389726,0.3921,1,0
2021-09-24,sz.300750,499.98,143.23241,16.935516,15.410091,32.848973,0.5039,1,0
2021-09-27,sz.300750,513.5,147.10557,17.39347,15.826797,33.737245,0.7117,1,0
2021-09-28,sz.300750,500.43,143.361325,16.950758,15.423961,32.878538,0.4528,1,0
2021-09-29,sz.300750,502.51,143.957195,17.021213,15.48807,33.015195,0.4613,1,0
2021-09-30,sz.300750,525.73,150.609174,17.80773,16.203743,34.540763,0.8206,1,0
2021-10-08,sz.300750,534.0,152.978333,18.087854,16.458636,35.084106,0.6145,1,0
2021-10-11,sz.300750,521.0,149.254142,17.647513,16.057958,34.229999,0.3845,1,0
2021-10-12,sz.300750,505.0,144.670521,17.105555,15.564815,33.17879,0.4709,1,0
2021-10-13,sz.300750,522.26,149.615102,17.690193,16.096793,34.312782,0.3757,1,0
2021-10-14,sz.300750,532.3,152.491324,18.030271,16.40624,34.972415,0.385,1,0
2021-10-15,sz.300750,569.0,163.005003,19.273388,17.537386,37.383626,1.1268,1,0
2021-10-18,sz.300750,595.02,170.459116,20.154747,18.339359,39.093155,0.9166,1,0
2021-10-19,sz.300750,590.6,169.192891,20.005031,18.203128,38.802759,0.7408,1,0
2021-10-20,sz.300750,589.5,168.877767,19.967772,18.169225,38.730488,0.6121,1,0
2021-10-21,sz.300750,596.0,170.739863,20.187942,18.369564,39.157542,0.4979,1,0
2021-10-22,sz.300750,601.4,172.286835,20.370853,18.535999,39.512325,0.5411,1,0
2021-10-25,sz.300750,610.77,174.971117,20.688237,18.824796,40.127939,0.6899,1,0
2021-10-26,sz.300750,597.99,171.30995,20.255348,18.430898,39.288286,0.728,1,0
2021-10-27,sz.300750,615.04,176.194371,20.832873,18.956404,40.408481,0.6652,1,0
2021-10-28,sz.300750,607.2,141.734707,19.453613,15.345006,145.806415,0.8485,1,0
2021-10-29,sz.300750,639.22,149.208926,20.479477,16.154207,153.495351,0.9951,1,0
2021-11-01,sz.300750,650.0,151.72523,20.824849,16.426637,156.083943,1.0889,1,0
2021-11-02,sz.300750,658.0,153.592618,21.081155,16.628811,158.004976,0.6452,1,0
2021-11-03,sz.300750,640.0,149.390996,20.504467,16.173919,153.682651,0.6265,1,0
2021-11-04,sz.300750,646.85,150.989946,20.723929,16.347031,155.327536,0.4517,1,0
2021-11-05,sz.300750,634.09,148.011463,20.315121,16.024563,152.263488,0.42,1,0
2021-11-08,sz.300750,660.8,154.246203,21.170862,16.699572,158.677337,0.6024,1,0
2021-11-09,sz.300750,663.28,154.825093,21.250317,16.762246,159.272858,0.3277,1,0
2021-11-10,sz.300750,648.0,151.258383,20.760773,16.376093,155.603684,0.6255,1,0
2021-11-11,sz.300750,655.85,153.090757,21.012273,16.574477,157.488698,0.3781,1,0
2021-11-12,sz.300750,641.0,149.624419,20.536505,16.199191,153.92278,0.5607,1,0
2021-11-15,sz.300750,620.0,144.837074,19.879424,15.680886,148.997906,0.6871,1,0
2021-11-16,sz.300750,614.97,143.662025,19.718144,15.553668,147.789101,0.4137,1,0
2021-11-17,sz.300750,625.88,146.21069,20.067958,15.829601,150.410983,0.3709,1,0
2021-11-18,sz.300750,626.0,146.238723,20.071806,15.832636,150.439821,0.3692,1,0
2021-11-19,sz.300750,639.0,149.27563,20.488632,16.161429,153.563971,0.4148,1,0
2021-11-22,sz.300750,681.0,159.087174,21.835303,17.223683,163.657378,0.7509,1,0
2021-11-23,sz.300750,672.0,156.9847,21.546731,16.996057,161.494505,0.4871,1,0
2021-11-24,sz.300750,658.8,153.901072,21.123491,16.662206,158.322291,0.4194,1,0
2021-11-25,sz.300750,654.0,152.779753,20.969586,16.540805,157.168759,0.2856,1,0
2021-11-26,sz.300750,658.0,153.714185,21.097841,16.641972,158.130036,0.287,1,0
2021-11-29,sz.300750,679.8,158.806844,21.796827,17.193333,163.368995,0.5624,1,0
2021-11-30,sz.300750,680.0,158.853565,21.803239,17.198391,163.417058,0.3526,1,0
2021-12-01,sz.300750,672.0,156.9847,21.546731,16.996057,161.494505,0.3426,1,0
2021-12-02,sz.300750,688.0,160.722431,22.059748,17.400725,165.339612,0.4502,1,0
2021-12-03,sz.300750,687.0,160.488823,22.027685,17.375433,165.099293,0.3962,1,0
2021-12-06,sz.300750,657.28,153.545987,21.074755,16.623762,157.957006,0.5524,1,0
2021-12-07,sz.300750,629.0,146.939548,20.167996,15.908512,151.160779,1.086,1,0
2021-12-08,sz.300750,639.0,149.27563,20.488632,16.161429,153.563971,0.5831,1,0
2021-12-09,sz.300750,633.8,148.060867,20.321902,16.029912,152.314311,0.6586,1,0
2021-12-10,sz.300750,639.95,149.497558,20.519093,16.185456,153.792274,1.0489,1,0
2021-12-13,sz.300750,658.36,153.798284,21.109383,16.651077,158.216551,0.7889,1,0
2021-12-14,sz.300750,651.01,152.081264,20.873716,16.465183,156.450205,0.4307,1,0
2021-12-15,sz.300750,649.0,151.611712,20.809268,16.414347,155.967163,0.3457,1,0
2021-12-16,sz.300750,655.06,153.027377,21.003574,16.567615,157.423498,0.3017,1,0
2021-12-17,sz.300750,651.19,152.123314,20.879487,16.469736,156.493462,0.6695,1,0
2021-12-20,sz.300750,610.21,142.55005,19.565522,15.43328,146.645181,0.7609,1,0
2021-12-21,sz.300750,604.07,141.115696,19.368651,15.277988,145.169621,0.6164,1,0
2021-12-22,sz.300750,610.24,142.557059,19.566484,15.434038,146.652391,0.4102,1,0
2021-12-23,sz.300750,622.07,145.320643,19.945796,15.73324,149.495367,0.391,1,0
2021-12-24,sz.300750,576.8,134.745201,18.494277,14.588282,138.616117,1.2071,1,0
2021-12-27,sz.300750,578.6,135.165696,18.551992,14.633807,139.048691,0.4995,1,0
2021-12-28,sz.300750,585.0,136.660788,18.757199,14.795675,140.586734,0.4738,1,0
2021-12-29,sz.300750,575.55,134.453191,18.454198,14.556668,138.315718,0.4888,1,0
2021-12-30,sz.300750,590.0,137.828829,18.917517,14.922133,141.78833,0.6093,1,0
2021-12-31,sz.300750,588.0,137.361612,18.853389,14.87155,141.307692,0.4597,1,0
2022-01-04,sz.300750,568.88,132.895024,18.240334,14.387972,136.712789,0.8563,1,0
2022-01-05,sz.300750,547.5,127.900481,17.554814,13.847234,131.574764,0.8171,1,0
2022-01-06,sz.300750,541.47,126.491824,17.361471,13.694725,130.125639,0.681,1,0
2022-01-07,sz.300750,539.9,126.125059,17.311131,13.655017,129.748338,0.646,1,0
2022-01-10,sz.300750,538.4,125.774647,17.263035,13.617079,129.387859,0.7291,1,0
2022-01-11,sz.300750,536.7,125.377513,17.208527,13.574083,128.979317,0.4156,1,0
2022-01-12,sz.300750,565.04,131.997969,18.117209,14.290851,135.789963,0.94,1,0
2022-01-13,sz.300750,565.0,131.988624,18.115927,14.28984,135.78035,0.6818,1,0
2022-01-14,sz.300750,577.4,134.885366,18.513515,14.603457,138.760308,0.5696,1,0
2022-01-17,sz.300750,606.85,141.765127,19.457788,15.348299,145.837709,0.704,1,0
2022-01-18,sz.300750,586.8,137.081283,18.814913,14.8412,141.019309,0.5249,1,0
2022-01-19,sz.300750,569.99,133.154329,18.275924,14.416045,136.979543,0.7106,1,0
2022-01-20,sz.300750,569.13,132.953426,18.248349,14.394295,136.772868,0.3956,1,0
2022-01-21,sz.300750,569.49,133.037525,18.259892,14.4034,136.859383,0.4865,1,0
2022-01-24,sz.300750,580.99,135.724019,18.628624,14.694255,139.623054,0.5671,1,0
2022-01-25,sz.300750,565.6,132.128789,18.135165,14.305015,135.924542,0.3531,1,0
